elapsed,iterations,output,steps,tasks,flops,bytes,width,std,reps,scale_factor,time_per_task,flops_per_second,bytes_per_second,efficiency
3.506641e+02,16777216,16,1000,14000,60254879868800,0,14,0.000000e+00,1,1.000000e+00,3.506641e+02,1.718308e+11,0.000000e+00,1.000000e+00
1.768961e+02,8388608,16,1000,14000,30127439931648,0,14,7.110000e-02,2,2.000000e+00,1.768961e+02,1.703115e+11,0.000000e+00,9.911584e-01
8.978015e+01,4194304,16,1000,14000,15063719968512,0,14,4.499736e-02,3,4.000000e+00,8.978015e+01,1.677845e+11,0.000000e+00,9.764522e-01
4.636148e+01,2097152,16,1000,14000,7531859983744,0,14,3.987661e-02,4,8.000000e+00,4.636148e+01,1.624594e+11,0.000000e+00,9.454619e-01
2.471781e+01,1048576,16,1000,14000,3765929987456,0,14,2.768727e-02,5,1.600000e+01,2.471781e+01,1.523570e+11,0.000000e+00,8.866688e-01
1.354981e+01,524288,16,1000,14000,1882964993280,0,14,2.018285e-02,5,3.200000e+01,1.354981e+01,1.389662e+11,0.000000e+00,8.087385e-01
7.356633e+00,262144,16,1000,14000,941482493568,0,14,6.027411e-03,5,6.400000e+01,7.356633e+00,1.279774e+11,0.000000e+00,7.447872e-01
3.859863e+00,131072,16,1000,14000,470741247616,0,14,7.552929e-03,5,1.280000e+02,3.859863e+00,1.219580e+11,0.000000e+00,7.097567e-01
2.060143e+00,65536,16,1000,14000,235370627200,0,14,2.476747e-02,5,2.560000e+02,2.060143e+00,1.142497e+11,0.000000e+00,6.648965e-01
1.108685e+00,32768,16,1000,14000,117685305088,0,14,1.707655e-02,5,5.120000e+02,1.108685e+00,1.061486e+11,0.000000e+00,6.177508e-01
7.566997e-01,16384,16,1000,14000,58842647552,0,14,8.599919e-02,5,1.024000e+03,7.566997e-01,7.776222e+10,0.000000e+00,4.525513e-01
4.647157e-01,8192,16,1000,14000,29421328640,0,14,3.109105e-03,5,2.048000e+03,4.647157e-01,6.331038e+10,0.000000e+00,3.684461e-01
3.892956e-01,4096,16,1000,14000,14710662528,0,14,6.845699e-03,5,4.096000e+03,3.892956e-01,3.778790e+10,0.000000e+00,2.199135e-01
3.531250e-01,2048,16,1000,14000,7355330432,0,14,1.012561e-02,5,8.192000e+03,3.531250e-01,2.082925e+10,0.000000e+00,1.212196e-01
3.344911e-01,1024,16,1000,14000,3677663488,0,14,4.605249e-03,5,1.638400e+04,3.344911e-01,1.099480e+10,0.000000e+00,6.398628e-02
3.323355e-01,512,16,1000,14000,1838830464,0,14,9.193357e-03,5,3.276800e+04,3.323355e-01,5.533055e+09,0.000000e+00,3.220065e-02
3.287798e-01,256,16,1000,14000,919414400,0,14,1.775903e-03,5,6.553600e+04,3.287798e-01,2.796444e+09,0.000000e+00,1.627445e-02
3.251749e-01,128,16,1000,14000,459709824,0,14,6.634772e-03,5,1.310720e+05,3.251749e-01,1.413731e+09,0.000000e+00,8.227433e-03
3.335496e-01,64,16,1000,14000,229856256,0,14,7.217601e-03,5,2.621440e+05,3.335496e-01,6.891217e+08,0.000000e+00,4.010430e-03
