elapsed,iterations,output,steps,tasks,flops,bytes,width,std,reps,scale_factor,time_per_task,flops_per_second,bytes_per_second,efficiency
7.825825e+02,16777216,16,1000,56000,240898876214912,0,56,4.755336e+00,4,1.000000e+00,3.577520e+03,3.078255e+11,0.000000e+00,1.000000e+00
3.912971e+02,8388608,16,1000,56000,120449438104192,0,56,2.350097e+00,8,2.000000e+00,1.788787e+03,3.078209e+11,0.000000e+00,9.999850e-01
1.956544e+02,4194304,16,1000,56000,60224719054976,0,56,1.104637e+00,12,4.000000e+00,8.944200e+02,3.078118e+11,0.000000e+00,9.999552e-01
9.783762e+01,2097152,16,1000,56000,30112359540352,0,56,5.642861e-01,16,8.000000e+00,4.472577e+02,3.077789e+11,0.000000e+00,9.998486e-01
4.893237e+01,1048576,16,1000,56000,15056179768960,0,56,2.930970e-01,20,1.600000e+01,2.236908e+02,3.076937e+11,0.000000e+00,9.995716e-01
2.448807e+01,524288,16,1000,56000,7528089882624,0,56,1.443601e-01,20,3.200000e+01,1.119454e+02,3.074187e+11,0.000000e+00,9.986784e-01
1.226240e+01,262144,16,1000,56000,3764044935552,0,56,7.400613e-02,20,6.400000e+01,5.605667e+01,3.069584e+11,0.000000e+00,9.971829e-01
6.143125e+00,131072,16,1000,56000,1882022467712,0,56,3.774322e-02,20,1.280000e+02,2.808286e+01,3.063624e+11,0.000000e+00,9.952468e-01
3.083382e+00,65536,16,1000,56000,941011238784,0,56,1.958526e-02,20,2.560000e+02,1.409546e+01,3.051880e+11,0.000000e+00,9.914316e-01
1.554936e+00,32768,16,1000,56000,470505621120,0,56,9.313661e-03,20,5.120000e+02,7.108278e+00,3.025884e+11,0.000000e+00,9.829868e-01
7.891483e-01,16384,16,1000,56000,235252794624,0,56,4.784346e-03,20,1.024000e+03,3.607535e+00,2.981098e+11,0.000000e+00,9.684374e-01
4.078226e-01,8192,16,1000,56000,117626408448,0,56,2.854859e-03,20,2.048000e+03,1.864332e+00,2.884254e+11,0.000000e+00,9.369769e-01
2.185265e-01,4096,16,1000,56000,58813210112,0,56,2.146827e-03,20,4.096000e+03,9.989782e-01,2.691354e+11,0.000000e+00,8.743113e-01
2.068844e-01,2048,16,1000,56000,29406610944,0,56,6.513678e-03,20,8.192000e+03,9.457572e-01,1.421403e+11,0.000000e+00,4.617559e-01
2.134090e-01,1024,16,1000,56000,14703311488,0,56,5.913760e-03,20,1.638400e+04,9.755842e-01,6.889732e+10,0.000000e+00,2.238192e-01
2.132312e-01,512,16,1000,56000,7351663744,0,56,7.462405e-03,20,3.276800e+04,9.747711e-01,3.447743e+10,0.000000e+00,1.120030e-01
2.114241e-01,256,16,1000,56000,3675831168,0,56,5.735086e-03,20,6.553600e+04,9.665101e-01,1.738606e+10,0.000000e+00,5.648014e-02
2.177463e-01,128,16,1000,56000,1837918208,0,56,7.218879e-03,20,1.310720e+05,9.954115e-01,8.440642e+09,0.000000e+00,2.742013e-02
2.127896e-01,64,16,1000,56000,918960000,0,56,3.290580e-03,20,2.621440e+05,9.727523e-01,4.318633e+09,0.000000e+00,1.402942e-02
