elapsed,iterations,output,steps,tasks,flops,bytes,width,std,reps,scale_factor,time_per_task,flops_per_second,bytes_per_second,efficiency
4.916814e+02,16777216,16,1000,28000,121183089387392,0,28,2.712000e-01,2,1.000000e+00,9.833628e+02,2.464667e+11,0.000000e+00,1.000000e+00
2.460548e+02,8388608,16,1000,28000,60591544699904,0,28,9.448478e-01,4,2.000000e+00,4.921096e+02,2.462522e+11,0.000000e+00,9.991299e-01
1.240209e+02,4194304,16,1000,28000,30295772353024,0,28,2.056800e-01,6,4.000000e+00,2.480418e+02,2.442795e+11,0.000000e+00,9.911260e-01
6.301941e+01,2097152,16,1000,28000,15147886182144,0,28,1.816727e-01,8,8.000000e+00,1.260388e+02,2.403686e+11,0.000000e+00,9.752579e-01
3.253867e+01,1048576,16,1000,28000,7573943087104,0,28,7.838910e-02,10,1.600000e+01,6.507734e+01,2.327674e+11,0.000000e+00,9.444174e-01
1.717281e+01,524288,16,1000,28000,3786971539200,0,28,4.071999e-02,10,3.200000e+01,3.434561e+01,2.205214e+11,0.000000e+00,8.947312e-01
9.194638e+00,262144,16,1000,28000,1893485761408,0,28,3.708621e-02,10,6.400000e+01,1.838928e+01,2.059337e+11,0.000000e+00,8.355437e-01
4.963745e+00,131072,16,1000,28000,946742882176,0,28,3.027572e-02,10,1.280000e+02,9.927491e+00,1.907316e+11,0.000000e+00,7.738634e-01
2.718032e+00,65536,16,1000,28000,473371445504,0,28,1.884811e-02,10,2.560000e+02,5.436064e+00,1.741596e+11,0.000000e+00,7.066255e-01
1.634232e+00,32768,16,1000,28000,236685718400,0,28,7.258381e-03,10,5.120000e+02,3.268464e+00,1.448299e+11,0.000000e+00,5.876247e-01
9.922014e-01,16384,16,1000,28000,118342850176,0,28,2.491674e-02,10,1.024000e+03,1.984403e+00,1.192730e+11,0.000000e+00,4.839316e-01
7.058202e-01,8192,16,1000,28000,59171436544,0,28,1.155848e-02,10,2.048000e+03,1.411640e+00,8.383358e+10,0.000000e+00,3.401416e-01
5.783985e-01,4096,16,1000,28000,29585715456,0,28,1.309957e-02,10,4.096000e+03,1.156797e+00,5.115109e+10,0.000000e+00,2.075375e-01
5.067818e-01,2048,16,1000,28000,14792861824,0,28,1.232941e-02,10,8.192000e+03,1.013564e+00,2.918981e+10,0.000000e+00,1.184330e-01
4.860258e-01,1024,16,1000,28000,7396432768,0,28,7.387638e-03,10,1.638400e+04,9.720516e-01,1.521819e+10,0.000000e+00,6.174539e-02
4.823996e-01,512,16,1000,28000,3698224384,0,28,5.924447e-03,10,3.276800e+04,9.647992e-01,7.666309e+09,0.000000e+00,3.110476e-02
4.851266e-01,256,16,1000,28000,1849115520,0,28,3.643360e-03,10,6.553600e+04,9.702533e-01,3.811614e+09,0.000000e+00,1.546496e-02
4.850866e-01,128,16,1000,28000,924561536,0,28,5.481251e-03,10,1.310720e+05,9.701733e-01,1.905972e+09,0.000000e+00,7.733116e-03
4.822771e-01,64,16,1000,28000,462282368,0,28,3.768153e-03,10,2.621440e+05,9.645541e-01,9.585411e+08,0.000000e+00,3.889083e-03
