elapsed,iterations,output,steps,tasks,flops,bytes,width,std,reps,scale_factor,time_per_task,flops_per_second,bytes_per_second,efficiency
8.161013e+02,67108864,16,1000,28000,241005325941504,0,28,4.235250e+00,2,1.000000e+00,1.632203e+03,2.953130e+11,0.000000e+00,1.000000e+00
4.085063e+02,33554432,16,1000,28000,120502662964992,0,28,2.505892e+00,4,2.000000e+00,8.170125e+02,2.949836e+11,0.000000e+00,9.988848e-01
2.046806e+02,16777216,16,1000,28000,60251331474688,0,28,1.193252e+00,6,4.000000e+00,4.093611e+02,2.943676e+11,0.000000e+00,9.967988e-01
1.027916e+02,8388608,16,1000,28000,30125665726208,0,28,6.702047e-01,8,8.000000e+00,2.055832e+02,2.930751e+11,0.000000e+00,9.924221e-01
5.199338e+01,4194304,16,1000,28000,15062832866560,0,28,3.013521e-01,10,1.600000e+01,1.039868e+02,2.897067e+11,0.000000e+00,9.810159e-01
2.665491e+01,2097152,16,1000,28000,7531416426240,0,28,1.651104e-01,10,3.200000e+01,5.330982e+01,2.825527e+11,0.000000e+00,9.567905e-01
1.376114e+01,1048576,16,1000,28000,3765708215296,0,28,1.001558e-01,10,6.400000e+01,2.752228e+01,2.736480e+11,0.000000e+00,9.266373e-01
7.214434e+00,524288,16,1000,28000,1882854102144,0,28,6.072458e-02,10,1.280000e+02,1.442887e+01,2.609843e+11,0.000000e+00,8.837550e-01
3.847593e+00,262144,16,1000,28000,941427048192,0,28,4.502398e-02,10,2.560000e+02,7.695185e+00,2.446795e+11,0.000000e+00,8.285430e-01
2.152374e+00,131072,16,1000,28000,470713519872,0,28,3.433288e-02,10,5.120000e+02,4.304749e+00,2.186950e+11,0.000000e+00,7.405533e-01
1.377229e+00,65536,16,1000,28000,235356751744,0,28,1.822326e-02,10,1.024000e+03,2.754458e+00,1.708915e+11,0.000000e+00,5.786793e-01
8.747654e-01,32768,16,1000,28000,117678381440,0,28,1.757176e-02,10,2.048000e+03,1.749531e+00,1.345256e+11,0.000000e+00,4.555358e-01
7.072581e-01,16384,16,1000,28000,58839192960,0,28,6.029390e-02,10,4.096000e+03,1.414516e+00,8.319338e+10,0.000000e+00,2.817126e-01
5.628944e-01,8192,16,1000,28000,29419588352,0,28,2.098146e-02,10,8.192000e+03,1.125789e+00,5.226484e+10,0.000000e+00,1.769812e-01
4.982136e-01,4096,16,1000,28000,14709791488,0,28,1.195367e-02,10,1.638400e+04,9.964272e-01,2.952507e+10,0.000000e+00,9.997895e-02
4.787874e-01,2048,16,1000,28000,7354886016,0,28,8.524640e-03,10,3.276800e+04,9.575749e-01,1.536148e+10,0.000000e+00,5.201773e-02
4.761970e-01,1024,16,1000,28000,3677445504,0,28,4.223977e-03,10,6.553600e+04,9.523940e-01,7.722530e+09,0.000000e+00,2.615035e-02
4.784910e-01,512,16,1000,28000,1838723456,0,28,6.222364e-03,10,1.310720e+05,9.569820e-01,3.842754e+09,0.000000e+00,1.301249e-02
4.797338e-01,256,16,1000,28000,919363584,0,28,9.268488e-03,10,2.621440e+05,9.594676e-01,1.916404e+09,0.000000e+00,6.489389e-03
