elapsed,iterations,output,steps,tasks,flops,bytes,width,std,reps,scale_factor,time_per_task,flops_per_second,bytes_per_second,efficiency
7.848078e+02,67108864,16,1000,28000,241005325941504,0,28,4.114700e+00,2,1.000000e+00,7.848078e+02,3.070883e+11,0.000000e+00,1.000000e+00
3.922966e+02,33554432,16,1000,28000,120502662964992,0,28,2.050270e+00,4,2.000000e+00,3.922966e+02,3.071724e+11,0.000000e+00,1.000274e+00
1.962088e+02,16777216,16,1000,28000,60251331474688,0,28,1.061874e+00,6,4.000000e+00,1.962088e+02,3.070776e+11,0.000000e+00,9.999652e-01
9.821713e+01,8388608,16,1000,28000,30125665726208,0,28,5.020821e-01,8,8.000000e+00,9.821713e+01,3.067252e+11,0.000000e+00,9.988174e-01
4.917044e+01,4194304,16,1000,28000,15062832866560,0,28,2.674726e-01,10,1.600000e+01,4.917044e+01,3.063392e+11,0.000000e+00,9.975606e-01
2.466096e+01,2097152,16,1000,28000,7531416426240,0,28,1.218754e-01,10,3.200000e+01,2.466096e+01,3.053983e+11,0.000000e+00,9.944966e-01
1.237855e+01,1048576,16,1000,28000,3765708215296,0,28,5.912882e-02,10,6.400000e+01,1.237855e+01,3.042124e+11,0.000000e+00,9.906349e-01
6.211145e+00,524288,16,1000,28000,1882854102144,0,28,3.369106e-02,10,1.280000e+02,6.211145e+00,3.031412e+11,0.000000e+00,9.871467e-01
3.108368e+00,262144,16,1000,28000,941427048192,0,28,1.673849e-02,10,2.560000e+02,3.108368e+00,3.028686e+11,0.000000e+00,9.862588e-01
1.558728e+00,131072,16,1000,28000,470713519872,0,28,1.036105e-02,10,5.120000e+02,1.558728e+00,3.019856e+11,0.000000e+00,9.833836e-01
7.835836e-01,65536,16,1000,28000,235356751744,0,28,4.305238e-03,10,1.024000e+03,7.835836e-01,3.003595e+11,0.000000e+00,9.780882e-01
4.008173e-01,32768,16,1000,28000,117678381440,0,28,1.939866e-03,10,2.048000e+03,4.008173e-01,2.935961e+11,0.000000e+00,9.560639e-01
2.108774e-01,16384,16,1000,28000,58839192960,0,28,1.958317e-03,10,4.096000e+03,2.108774e-01,2.790208e+11,0.000000e+00,9.086011e-01
1.143149e-01,8192,16,1000,28000,29419588352,0,28,1.181497e-03,10,8.192000e+03,1.143149e-01,2.573557e+11,0.000000e+00,8.380511e-01
1.070753e-01,4096,16,1000,28000,14709791488,0,28,2.268869e-03,10,1.638400e+04,1.070753e-01,1.373780e+11,0.000000e+00,4.473570e-01
1.098995e-01,2048,16,1000,28000,7354886016,0,28,6.275573e-03,10,3.276800e+04,1.098995e-01,6.692372e+10,0.000000e+00,2.179302e-01
1.059852e-01,1024,16,1000,28000,3677445504,0,28,1.699302e-03,10,6.553600e+04,1.059852e-01,3.469772e+10,0.000000e+00,1.129895e-01
1.099145e-01,512,16,1000,28000,1838723456,0,28,2.544712e-03,10,1.310720e+05,1.099145e-01,1.672867e+10,0.000000e+00,5.447516e-02
1.091589e-01,256,16,1000,28000,919363584,0,28,4.832388e-03,10,2.621440e+05,1.091589e-01,8.422248e+09,0.000000e+00,2.742610e-02
