elapsed,iterations,output,steps,tasks,flops,bytes,width,std,reps,scale_factor,time_per_task,flops_per_second,bytes_per_second,efficiency
6.043553e+02,33554432,16,1000,28000,180445516236032,0,28,3.742100e+00,2,1.000000e+00,1.208711e+03,2.985752e+11,0.000000e+00,1.000000e+00
3.025666e+02,16777216,16,1000,28000,90248394314880,0,28,1.875273e+00,4,2.000000e+00,6.051332e+02,2.982761e+11,0.000000e+00,9.987144e-01
1.517988e+02,8388608,16,1000,28000,45127981933312,0,28,9.900847e-01,6,4.000000e+00,3.035977e+02,2.972880e+11,0.000000e+00,9.953226e-01
7.643689e+01,4194304,16,1000,28000,22563614077056,0,28,4.023607e-01,8,8.000000e+00,1.528738e+02,2.951927e+11,0.000000e+00,9.883240e-01
3.883570e+01,2097152,16,1000,28000,11281812928128,0,28,2.062610e-01,10,1.600000e+01,7.767141e+01,2.905011e+11,0.000000e+00,9.726155e-01
1.993952e+01,1048576,16,1000,28000,5641139800192,0,28,7.036447e-02,10,3.200000e+01,3.987904e+01,2.829125e+11,0.000000e+00,9.471693e-01
1.036352e+01,524288,16,1000,28000,2820741500928,0,28,4.472774e-02,10,6.400000e+01,2.072705e+01,2.721798e+11,0.000000e+00,9.111815e-01
5.443587e+00,262144,16,1000,28000,1410378641280,0,28,2.797227e-02,10,1.280000e+02,1.088717e+01,2.590899e+11,0.000000e+00,8.673556e-01
2.961028e+00,131072,16,1000,28000,705183750144,0,28,2.281643e-02,10,2.560000e+02,5.922056e+00,2.381550e+11,0.000000e+00,7.972781e-01
1.764113e+00,65536,16,1000,28000,352594789632,0,28,2.427755e-02,10,5.120000e+02,3.528227e+00,1.998708e+11,0.000000e+00,6.691075e-01
1.139750e+00,32768,16,1000,28000,176298284032,0,28,3.908268e-02,10,1.024000e+03,2.279500e+00,1.546816e+11,0.000000e+00,5.178248e-01
7.776739e-01,16384,16,1000,28000,88149849216,0,28,2.062717e-02,10,2.048000e+03,1.555348e+00,1.133507e+11,0.000000e+00,3.794590e-01
6.158825e-01,8192,16,1000,28000,44075819136,0,28,1.434263e-02,10,4.096000e+03,1.231765e+00,7.156531e+10,0.000000e+00,2.395712e-01
5.310876e-01,4096,16,1000,28000,22038811648,0,28,1.806234e-02,10,8.192000e+03,1.062175e+00,4.149751e+10,0.000000e+00,1.389109e-01
4.905450e-01,2048,16,1000,28000,11020311296,0,28,6.089918e-03,10,1.638400e+04,9.810900e-01,2.246544e+10,0.000000e+00,7.519579e-02
4.820970e-01,1024,16,1000,28000,5511050496,0,28,5.428899e-03,10,3.276800e+04,9.641940e-01,1.143141e+10,0.000000e+00,3.825674e-02
4.857190e-01,512,16,1000,28000,2756420480,0,28,4.056527e-03,10,6.553600e+04,9.714381e-01,5.674928e+09,0.000000e+00,1.898573e-02
4.839723e-01,256,16,1000,28000,1379115904,0,28,5.841963e-03,10,1.310720e+05,9.679446e-01,2.849576e+09,0.000000e+00,9.527126e-03
4.837849e-01,128,16,1000,28000,690449536,0,28,4.838715e-03,10,2.621440e+05,9.675698e-01,1.427183e+09,0.000000e+00,4.765408e-03
