elapsed,iterations,output,steps,tasks,flops,bytes,width,std,reps,scale_factor,time_per_task,flops_per_second,bytes_per_second,efficiency
3.538069e+02,33554432,16,1000,14000,90197828462848,0,14,0.000000e+00,1,1.000000e+00,3.538069e+02,2.549352e+11,0.000000e+00,1.000000e+00
1.780372e+02,16777216,16,1000,14000,45115137639296,0,14,1.600000e-03,2,2.000000e+00,1.780372e+02,2.534029e+11,0.000000e+00,9.936319e-01
9.008394e+01,8388608,16,1000,14000,22560802180736,0,14,1.044200e-02,3,4.000000e+00,9.008394e+01,2.504420e+11,0.000000e+00,9.818812e-01
4.610154e+01,4194304,16,1000,14000,11279961892352,0,14,1.897911e-02,4,8.000000e+00,4.610154e+01,2.446765e+11,0.000000e+00,9.593143e-01
2.415929e+01,2097152,16,1000,14000,5640369079936,0,14,1.840358e-02,5,1.600000e+01,2.415929e+01,2.334658e+11,0.000000e+00,9.152972e-01
1.290314e+01,1048576,16,1000,14000,2820610523904,0,14,1.539384e-02,5,3.200000e+01,1.290314e+01,2.185988e+11,0.000000e+00,8.568818e-01
6.853107e+00,524288,16,1000,14000,1410300785280,0,14,6.154329e-03,5,6.400000e+01,6.853107e+00,2.057900e+11,0.000000e+00,8.066754e-01
3.570313e+00,262144,16,1000,14000,705143207296,0,14,2.063385e-02,5,1.280000e+02,3.570313e+00,1.975018e+11,0.000000e+00,7.741944e-01
1.818503e+00,131072,16,1000,14000,352564424320,0,14,2.444120e-03,5,2.560000e+02,1.818503e+00,1.938762e+11,0.000000e+00,7.599978e-01
9.209882e-01,65536,16,1000,14000,176280413440,0,14,3.498114e-03,5,5.120000e+02,9.209882e-01,1.914035e+11,0.000000e+00,7.503126e-01
4.697420e-01,32768,16,1000,14000,88140650624,0,14,1.390240e-03,5,1.024000e+03,4.697420e-01,1.876363e+11,0.000000e+00,7.355411e-01
2.456936e-01,16384,16,1000,14000,44070801408,0,14,1.249318e-03,5,2.048000e+03,2.456936e-01,1.793730e+11,0.000000e+00,7.031410e-01
1.342739e-01,8192,16,1000,14000,22035853696,0,14,1.569808e-03,5,4.096000e+03,1.342739e-01,1.641112e+11,0.000000e+00,6.433016e-01
7.680202e-02,4096,16,1000,14000,11018378624,0,14,1.221630e-03,5,8.192000e+03,7.680202e-02,1.434647e+11,0.000000e+00,5.623462e-01
5.202961e-02,2048,16,1000,14000,5509645952,0,14,4.112423e-03,5,1.638400e+04,5.202961e-02,1.058944e+11,0.000000e+00,4.150456e-01
5.669956e-02,1024,16,1000,14000,2755271680,0,14,1.314614e-03,5,3.276800e+04,5.669956e-02,4.859423e+10,0.000000e+00,1.904306e-01
5.780301e-02,512,16,1000,14000,1378085120,0,14,3.027256e-03,5,6.553600e+04,5.780301e-02,2.384106e+10,0.000000e+00,9.339764e-02
5.793543e-02,256,16,1000,14000,689491968,0,14,4.631583e-03,5,1.310720e+05,5.793543e-02,1.190104e+10,0.000000e+00,4.659208e-02
5.804520e-02,128,16,1000,14000,345187712,0,14,2.832001e-03,5,2.621440e+05,5.804520e-02,5.946878e+09,0.000000e+00,2.325199e-02
