elapsed,iterations,output,steps,tasks,flops,bytes,width,std,reps,scale_factor,time_per_task,flops_per_second,bytes_per_second,efficiency
7.815166e+02,67108864,16,1000,28000,240518170368000,0,28,4.424950e+00,2,1.000000e+00,1.563033e+03,3.077583e+11,0.000000e+00,1.000000e+00
3.905634e+02,33554432,16,1000,28000,120259086080000,0,28,2.073664e+00,4,2.000000e+00,7.811269e+02,3.079118e+11,0.000000e+00,1.000499e+00
1.954164e+02,16777216,16,1000,28000,60129543936000,0,28,1.054993e+00,6,4.000000e+00,3.908329e+02,3.076995e+11,0.000000e+00,9.998091e-01
9.769617e+01,8388608,16,1000,28000,30064772864000,0,28,4.858206e-01,8,8.000000e+00,1.953923e+02,3.077375e+11,0.000000e+00,9.999324e-01
4.884021e+01,4194304,16,1000,28000,15032387328000,0,28,2.651931e-01,10,1.600000e+01,9.768042e+01,3.077871e+11,0.000000e+00,1.000094e+00
2.443239e+01,2097152,16,1000,28000,7516194560000,0,28,1.357942e-01,10,3.200000e+01,4.886479e+01,3.076323e+11,0.000000e+00,9.995906e-01
1.222619e+01,1048576,16,1000,28000,3758098176000,0,28,6.869280e-02,10,6.400000e+01,2.445238e+01,3.073810e+11,0.000000e+00,9.987736e-01
6.130378e+00,524288,16,1000,28000,1879049984000,0,28,3.625443e-02,10,1.280000e+02,1.226076e+01,3.065145e+11,0.000000e+00,9.959578e-01
3.074175e+00,262144,16,1000,28000,939525888000,0,28,1.790782e-02,10,2.560000e+02,6.148350e+00,3.056189e+11,0.000000e+00,9.930466e-01
1.548606e+00,131072,16,1000,28000,469763840000,0,28,1.092749e-02,10,5.120000e+02,3.097213e+00,3.033462e+11,0.000000e+00,9.856600e-01
7.778146e-01,65536,16,1000,28000,234882816000,0,28,4.243276e-03,10,1.024000e+03,1.555629e+00,3.019779e+11,0.000000e+00,9.812104e-01
3.969071e-01,32768,16,1000,28000,117442304000,0,28,2.147817e-03,10,2.048000e+03,7.938143e-01,2.958937e+11,0.000000e+00,9.614337e-01
2.069707e-01,16384,16,1000,28000,58722048000,0,28,1.254750e-03,10,4.096000e+03,4.139414e-01,2.837215e+11,0.000000e+00,9.218692e-01
1.120318e-01,8192,16,1000,28000,29361920000,0,28,7.544716e-04,10,8.192000e+03,2.240635e-01,2.620857e+11,0.000000e+00,8.515440e-01
1.101255e-01,4096,16,1000,28000,14681856000,0,28,2.425525e-03,10,1.638400e+04,2.202509e-01,1.333194e+11,0.000000e+00,4.331422e-01
1.116625e-01,2048,16,1000,28000,7341824000,0,28,4.813967e-03,10,3.276800e+04,2.233251e-01,6.575011e+10,0.000000e+00,2.135899e-01
1.078137e-01,1024,16,1000,28000,3671808000,0,28,2.565838e-03,10,6.553600e+04,2.156273e-01,3.405698e+10,0.000000e+00,1.106075e-01
1.099722e-01,512,16,1000,28000,1836800000,0,28,3.130199e-03,10,1.310720e+05,2.199445e-01,1.670240e+10,0.000000e+00,5.421821e-02
1.125415e-01,256,16,1000,28000,919296000,0,28,2.659284e-03,10,2.621440e+05,2.250830e-01,8.168508e+09,0.000000e+00,2.649022e-02
