elapsed,iterations,output,steps,tasks,flops,bytes,width,std,reps,scale_factor,time_per_task,flops_per_second,bytes_per_second,efficiency
3.935169e+02,67108864,16,1000,14000,120259085184000,0,14,0.000000e+00,1,1.000000e+00,3.935169e+02,3.056008e+11,0.000000e+00,1.000000e+00
1.967079e+02,33554432,16,1000,14000,60129543040000,0,14,5.665000e-02,2,2.000000e+00,1.967078e+02,3.056794e+11,0.000000e+00,1.000257e+00
9.847003e+01,16777216,16,1000,14000,30064771968000,0,14,9.500254e-03,3,4.000000e+00,9.847003e+01,3.053190e+11,0.000000e+00,9.990778e-01
4.940740e+01,8388608,16,1000,14000,15032386432000,0,14,2.981652e-02,4,8.000000e+00,4.940740e+01,3.042537e+11,0.000000e+00,9.955920e-01
2.479323e+01,4194304,16,1000,14000,7516193664000,0,14,3.166067e-02,5,1.600000e+01,2.479323e+01,3.031551e+11,0.000000e+00,9.919970e-01
1.254328e+01,2097152,16,1000,14000,3758097280000,0,14,1.569470e-02,5,3.200000e+01,1.254328e+01,2.996104e+11,0.000000e+00,9.803976e-01
6.430652e+00,1048576,16,1000,14000,1879049088000,0,14,1.367680e-02,5,6.400000e+01,6.430652e+00,2.922020e+11,0.000000e+00,9.561553e-01
3.375410e+00,524288,16,1000,14000,939524992000,0,14,2.571720e-02,5,1.280000e+02,3.375410e+00,2.783440e+11,0.000000e+00,9.108082e-01
1.896702e+00,262144,16,1000,14000,469762944000,0,14,1.705642e-02,5,2.560000e+02,1.896702e+00,2.476735e+11,0.000000e+00,8.104463e-01
1.197613e+00,131072,16,1000,14000,234881920000,0,14,1.754174e-02,5,5.120000e+02,1.197613e+00,1.961250e+11,0.000000e+00,6.417661e-01
7.565244e-01,65536,16,1000,14000,117441408000,0,14,8.025785e-03,5,1.024000e+03,7.565244e-01,1.552381e+11,0.000000e+00,5.079728e-01
5.317688e-01,32768,16,1000,14000,58721152000,0,14,3.764617e-03,5,2.048000e+03,5.317688e-01,1.104261e+11,0.000000e+00,3.613355e-01
4.233472e-01,16384,16,1000,14000,29361024000,0,14,4.862712e-03,5,4.096000e+03,4.233472e-01,6.935448e+10,0.000000e+00,2.269378e-01
3.762920e-01,8192,16,1000,14000,14680960000,0,14,1.044968e-02,5,8.192000e+03,3.762920e-01,3.901481e+10,0.000000e+00,1.276581e-01
3.526603e-01,4096,16,1000,14000,7340928000,0,14,6.215095e-03,5,1.638400e+04,3.526603e-01,2.081586e+10,0.000000e+00,6.810624e-02
3.399269e-01,2048,16,1000,14000,3670912000,0,14,3.280779e-03,5,3.276800e+04,3.399269e-01,1.079912e+10,0.000000e+00,3.532872e-02
3.462722e-01,1024,16,1000,14000,1835904000,0,14,5.171174e-03,5,6.553600e+04,3.462722e-01,5.301909e+09,0.000000e+00,1.734067e-02
3.319100e-01,512,16,1000,14000,918400000,0,14,9.977380e-03,5,1.310720e+05,3.319100e-01,2.767015e+09,0.000000e+00,9.045510e-03
3.305632e-01,256,16,1000,14000,459648000,0,14,1.045566e-02,5,2.621440e+05,3.305632e-01,1.390500e+09,0.000000e+00,4.541183e-03
